Date,Business Area,Region,Country,IT Sub Area,IT Area,Cost element name,Cost Element Group,Cost Element Sub Group,Actual,Forecast,Plan,Plan_positive,Spend_status,Actual vs plan variance,Forecast vs plan variance,Actual - Forecast,Month,Month Name
Jan,BU,Europe,Switzerland,Distribution,BU Support,Bonuses,Labor,Internal Labor,913.45,,,,Unplanned Actual,913.45,,913.45,1,Jan
Jan,BU,Europe,Switzerland,Distribution,BU Support,Bonuses,Labor,Internal Labor,,913.45,,,Unplanned Forecast,,913.45,-913.45,1,Jan
Jan,BU,Europe,Switzerland,Distribution,BU Support,Employee Benefits,Labor,Internal Labor,191.63,,,,Unplanned Actual,191.63,,191.63,1,Jan
Jan,BU,Europe,Switzerland,Distribution,BU Support,Employee Benefits,Labor,Internal Labor,,191.63,,,Unplanned Forecast,,191.63,-191.63,1,Jan
Jan,BU,Europe,Switzerland,Distribution,BU Support,Insurance,Labor,Internal Labor,1138.89,,,,Unplanned Actual,1138.89,,1138.89,1,Jan
Jan,BU,Europe,Switzerland,Distribution,BU Support,Insurance,Labor,Internal Labor,,1138.89,,,Unplanned Forecast,,1138.89,-1138.89,1,Jan
Jan,BU,Europe,Switzerland,Distribution,BU Support,Payroll Taxes - Non-Domestic,Labor,Internal Labor,1073.09,,,,Unplanned Actual,1073.09,,1073.09,1,Jan
Jan,BU,Europe,Switzerland,Distribution,BU Support,Payroll Taxes - Non-Domestic,Labor,Internal Labor,,1073.09,,,Unplanned Forecast,,1073.09,-1073.09,1,Jan
Jan,BU,Europe,Switzerland,Distribution,BU Support,Regular Salaries And Wages,Labor,Internal Labor,13694.33,,,,Unplanned Actual,13694.33,,13694.33,1,Jan
Jan,BU,Europe,Switzerland,Distribution,BU Support,Regular Salaries And Wages,Labor,Internal Labor,,13694.33,,,Unplanned Forecast,,13694.33,-13694.33,1,Jan
Jan,BU,Europe,Switzerland,Distribution,BU Support,Retirement Plan Match,Labor,Internal Labor,1917.54,,,,Unplanned Actual,1917.54,,1917.54,1,Jan
Jan,BU,Europe,Switzerland,Distribution,BU Support,Retirement Plan Match,Labor,Internal Labor,,1917.54,,,Unplanned Forecast,,1917.54,-1917.54,1,Jan
Jan,BU,Europe,Switzerland,Distribution,BU Support,Telephone,Other,Telecomm,520.3,,,,Unplanned Actual,520.3,,520.3,1,Jan
Jan,BU,Europe,Switzerland,Distribution,BU Support,Telephone,Other,Telecomm,,520.3,,,Unplanned Forecast,,520.3,-520.3,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Bonuses,Labor,Internal Labor,18276.1,,,,Unplanned Actual,18276.1,,18276.1,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Bonuses,Labor,Internal Labor,,18276.1,,,Unplanned Forecast,,18276.1,-18276.1,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Bonuses,Labor,Internal Labor,,,19919.0,19919.0,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Computer Hardware,Hardware & Software,Hardware,256.48,,,,Unplanned Actual,256.48,,256.48,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Computer Hardware,Hardware & Software,Hardware,,256.48,,,Unplanned Forecast,,256.48,-256.48,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Computer Hardware,Hardware & Software,Hardware,,,416.67,416.67,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Food Charges,Other,Other,,,166.67,166.67,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Individual Performance Recognition,Other,Employee Performance,26.55,,,,Unplanned Actual,26.55,,26.55,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Individual Performance Recognition,Other,Employee Performance,,26.55,,,Unplanned Forecast,,26.55,-26.55,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Individual Performance Recognition,Other,Employee Performance,,,483.0,483.0,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Insurance,Labor,Internal Labor,24413.4,,,,Unplanned Actual,24413.4,,24413.4,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Insurance,Labor,Internal Labor,,24413.4,,,Unplanned Forecast,,24413.4,-24413.4,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Insurance,Labor,Internal Labor,,,16520.0,16520.0,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Internal,Other,Training,,,416.67,416.67,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,M&E-Nondeductible,Other,Travel,401.58,,,,Unplanned Actual,401.58,,401.58,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,M&E-Nondeductible,Other,Travel,,401.58,,,Unplanned Forecast,,401.58,-401.58,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Maintenance and Repairs,Hardware & Software,Hardware Maintenance,,,416.67,416.67,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Materials,Other,Supplies,,,1300.0,1300.0,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Memberships,Other,Other,44800.0,,,,Unplanned Actual,44800.0,,44800.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Memberships,Other,Other,,44800.0,,,Unplanned Forecast,,44800.0,-44800.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Memberships,Other,Other,,,110916.67,110916.67,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Payroll Taxes - Salaries,Labor,Internal Labor,13113.38,,,,Unplanned Actual,13113.38,,13113.38,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Payroll Taxes - Salaries,Labor,Internal Labor,,13113.38,,,Unplanned Forecast,,13113.38,-13113.38,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Payroll Taxes - Salaries,Labor,Internal Labor,,,12694.0,12694.0,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Purchased Software,Hardware & Software,Software,,,150.0,150.0,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Regular Salaries And Wages,Labor,Internal Labor,145526.4,,,,Unplanned Actual,145526.4,,145526.4,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Regular Salaries And Wages,Labor,Internal Labor,,145526.4,,,Unplanned Forecast,,145526.4,-145526.4,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Regular Salaries And Wages,Labor,Internal Labor,,,158534.0,158534.0,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Retirement Medical,Labor,Internal Labor,17208.07,,,,Unplanned Actual,17208.07,,17208.07,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Retirement Medical,Labor,Internal Labor,,17208.07,,,Unplanned Forecast,,17208.07,-17208.07,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Retirement Medical,Labor,Internal Labor,,,16667.0,16667.0,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Retirement Plan Match,Labor,Internal Labor,17890.93,,,,Unplanned Actual,17890.93,,17890.93,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Retirement Plan Match,Labor,Internal Labor,,17890.93,,,Unplanned Forecast,,17890.93,-17890.93,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Retirement Plan Match,Labor,Internal Labor,,,19157.0,19157.0,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Savings Plan,Labor,Internal Labor,7997.16,,,,Unplanned Actual,7997.16,,7997.16,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Savings Plan,Labor,Internal Labor,,7997.16,,,Unplanned Forecast,,7997.16,-7997.16,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Savings Plan,Labor,Internal Labor,,,9512.0,9512.0,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Team Performance,Other,Recognition,,,125.0,125.0,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Telecom,Other,Telecomm,,,7000.0,7000.0,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Training,Other,Training,,,1666.67,1666.67,Planned Only,,,0.0,1,Jan
Jan,Distribution,USA,USA,Portfolio Management,Governance,Travel Expense,Other,Travel,,,1000.0,1000.0,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Bonuses,Labor,Internal Labor,2275.12,,,,Unplanned Actual,2275.12,,2275.12,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Bonuses,Labor,Internal Labor,,2275.12,,,Unplanned Forecast,,2275.12,-2275.12,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Computer Rental,Hardware & Software,Hardware,74916.6,,,,Unplanned Actual,74916.6,,74916.6,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Computer Rental,Hardware & Software,Hardware,,74916.6,,,Unplanned Forecast,,74916.6,-74916.6,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Computer Rental,Hardware & Software,Hardware,,,117867.33,117867.33,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Employee Benefits,Labor,Internal Labor,918.68,,,,Unplanned Actual,918.68,,918.68,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Employee Benefits,Labor,Internal Labor,,918.68,,,Unplanned Forecast,,918.68,-918.68,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Employee Wellness,Labor,Internal Labor,4510.94,,,,Unplanned Actual,4510.94,,4510.94,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Employee Wellness,Labor,Internal Labor,,4510.94,,,Unplanned Forecast,,4510.94,-4510.94,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Fixed Assets,Depr & Amort,Depreciation,11177.23,,,,Unplanned Actual,11177.23,,11177.23,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Fixed Assets,Depr & Amort,Depreciation,,11177.23,,,Unplanned Forecast,,11177.23,-11177.23,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Fixed Assets,Depr & Amort,Depreciation,,,20400.11,20400.11,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,IT,Shared Services,Inbound Allocations,-4869.3,,,,Unplanned Actual,-4869.3,,-4869.3,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,IT,Shared Services,Inbound Allocations,,-4869.3,,,Unplanned Forecast,,-4869.3,4869.3,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Insurance,Labor,Internal Labor,93.84,,,,Unplanned Actual,93.84,,93.84,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Insurance,Labor,Internal Labor,,93.84,,,Unplanned Forecast,,93.84,-93.84,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,M&E-Nondeductible,Other,Travel,601.17,,,,Unplanned Actual,601.17,,601.17,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,M&E-Nondeductible,Other,Travel,,601.17,,,Unplanned Forecast,,601.17,-601.17,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Maintenance and Repairs,Hardware & Software,Hardware Maintenance,,,6120.03,6120.03,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Materials,Other,Supplies,1362.93,,,,Unplanned Actual,1362.93,,1362.93,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Materials,Other,Supplies,,1362.93,,,Unplanned Forecast,,1362.93,-1362.93,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Materials,Other,Supplies,,,1700.01,1700.01,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Non CAPEX Equipment,Hardware & Software,Hardware,,,3966.69,3966.69,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Non product,Hardware & Software,Hardware Maintenance,533.64,,,,Unplanned Actual,533.64,,533.64,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Non product,Hardware & Software,Hardware Maintenance,,533.64,,,Unplanned Forecast,,533.64,-533.64,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Non product,Hardware & Software,Hardware Maintenance,,,1700.01,1700.01,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Other ( - Tax ),Labor,Internal Labor,413.54,,,,Unplanned Actual,413.54,,413.54,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Other ( - Tax ),Labor,Internal Labor,,413.54,,,Unplanned Forecast,,413.54,-413.54,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Other Miscellaneous Expense,Other,Other,,,-121720.68,121720.68,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Professional Services,Labor,External Labor,-62626.89,,,,Unplanned Actual,-62626.89,,-62626.89,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Professional Services,Labor,External Labor,,-62626.89,,,Unplanned Forecast,,-62626.89,62626.89,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Professional Services,Labor,External Labor,,,57440.02,57440.02,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Regular Salaries And Wages,Labor,Internal Labor,31242.24,,,,Unplanned Actual,31242.24,,31242.24,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Regular Salaries And Wages,Labor,Internal Labor,,31242.24,,,Unplanned Forecast,,31242.24,-31242.24,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Regular Salaries And Wages,Labor,Internal Labor,,,27200.15,27200.15,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Retirement Plan Match,Labor,Internal Labor,8381.01,,,,Unplanned Actual,8381.01,,8381.01,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Retirement Plan Match,Labor,Internal Labor,,8381.01,,,Unplanned Forecast,,8381.01,-8381.01,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Telecommunication,Other,Telecomm,,,124100.69,124100.69,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Telephone,Other,Telecomm,23.51,,,,Unplanned Actual,23.51,,23.51,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Telephone,Other,Telecomm,,23.51,,,Unplanned Forecast,,23.51,-23.51,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Telephone,Other,Telecomm,,,68.0,68.0,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Temps,Labor,Internal Labor,3401.79,,,,Unplanned Actual,3401.79,,3401.79,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Temps,Labor,Internal Labor,,3401.79,,,Unplanned Forecast,,3401.79,-3401.79,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Training,Other,Training,,,226.67,226.67,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Transportation - Miscellaneous,Other,Other,152.92,,,,Unplanned Actual,152.92,,152.92,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Transportation - Miscellaneous,Other,Other,,152.92,,,Unplanned Forecast,,152.92,-152.92,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Transportation - Miscellaneous,Other,Other,,,566.67,566.67,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,Germany,Productivity,Infrastructure,Travel Expense,Other,Travel,,,1813.34,1813.34,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Auto Insurance,Other,Vehicles,134.31,,,,Unplanned Actual,134.31,,134.31,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Auto Insurance,Other,Vehicles,,134.31,,,Unplanned Forecast,,134.31,-134.31,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Bonuses,Labor,Internal Labor,1425.08,,,,Unplanned Actual,1425.08,,1425.08,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Bonuses,Labor,Internal Labor,,1425.08,,,Unplanned Forecast,,1425.08,-1425.08,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Computer Hardware,Hardware & Software,Hardware,-28.61,,,,Unplanned Actual,-28.61,,-28.61,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Computer Hardware,Hardware & Software,Hardware,,-28.61,,,Unplanned Forecast,,-28.61,28.61,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Computer Rental,Hardware & Software,Hardware,-110153.57,,,,Unplanned Actual,-110153.57,,-110153.57,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Computer Rental,Hardware & Software,Hardware,,-110153.57,,,Unplanned Forecast,,-110153.57,110153.57,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Computer Rental,Hardware & Software,Hardware,,,344035.83,344035.83,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Contractors,Labor,External Labor,2071.3,,,,Unplanned Actual,2071.3,,2071.3,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Contractors,Labor,External Labor,,2071.3,,,Unplanned Forecast,,2071.3,-2071.3,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Contractors,Labor,External Labor,,,11920.72,11920.72,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Fixed Assets,Depr & Amort,Depreciation,15289.53,,,,Unplanned Actual,15289.53,,15289.53,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Fixed Assets,Depr & Amort,Depreciation,,15289.53,,,Unplanned Forecast,,15289.53,-15289.53,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Lease,Other,Vehicles,900.15,,,,Unplanned Actual,900.15,,900.15,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Lease,Other,Vehicles,,900.15,,,Unplanned Forecast,,900.15,-900.15,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Materials,Other,Supplies,,,444.6,444.6,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Other Miscellaneous Expense,Other,Other,2394.07,,,,Unplanned Actual,2394.07,,2394.07,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Other Miscellaneous Expense,Other,Other,,2394.07,,,Unplanned Forecast,,2394.07,-2394.07,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Payroll Taxes - Salaries,Labor,Internal Labor,6268.37,,,,Unplanned Actual,6268.37,,6268.37,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Payroll Taxes - Salaries,Labor,Internal Labor,,6268.37,,,Unplanned Forecast,,6268.37,-6268.37,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Professional Services,Labor,External Labor,-25904.87,,,,Unplanned Actual,-25904.87,,-25904.87,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Professional Services,Labor,External Labor,,-25904.87,,,Unplanned Forecast,,-25904.87,25904.87,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Professional Services,Labor,External Labor,,,339359.72,339359.72,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Purchased Software,Hardware & Software,Software,-19377.77,,,,Unplanned Actual,-19377.77,,-19377.77,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Purchased Software,Hardware & Software,Software,,-19377.77,,,Unplanned Forecast,,-19377.77,19377.77,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Regular Salaries And Wages,Labor,Internal Labor,47698.68,,,,Unplanned Actual,47698.68,,47698.68,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Regular Salaries And Wages,Labor,Internal Labor,,47698.68,,,Unplanned Forecast,,47698.68,-47698.68,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Regular Salaries And Wages,Labor,Internal Labor,,,75046.92,75046.92,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Retirement Plan Match,Labor,Internal Labor,600.34,,,,Unplanned Actual,600.34,,600.34,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Retirement Plan Match,Labor,Internal Labor,,600.34,,,Unplanned Forecast,,600.34,-600.34,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Settlements,Other,Project Expenses,-0.07,,,,Unplanned Actual,-0.07,,-0.07,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Settlements,Other,Project Expenses,,-0.07,,,Unplanned Forecast,,-0.07,0.07,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Software Maintenance,Hardware & Software,Software Maintenance,,,88964.41,88964.41,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Telecommunication,Other,Telecomm,,,4095.03,4095.03,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Telephone,Other,Telecomm,351.72,,,,Unplanned Actual,351.72,,351.72,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Telephone,Other,Telecomm,,351.72,,,Unplanned Forecast,,351.72,-351.72,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Training,Other,Training,,,1099.81,1099.81,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Travel Expense,Other,Travel,389.9,,,,Unplanned Actual,389.9,,389.9,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Travel Expense,Other,Travel,,389.9,,,Unplanned Forecast,,389.9,-389.9,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Networking,Infrastructure,Travel Expense,Other,Travel,,,6692.46,6692.46,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Auto Insurance,Other,Vehicles,103.64,,,,Unplanned Actual,103.64,,103.64,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Auto Insurance,Other,Vehicles,,103.64,,,Unplanned Forecast,,103.64,-103.64,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Auto Insurance,Other,Vehicles,,,81.68,81.68,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Bonuses,Labor,Internal Labor,1551.64,,,,Unplanned Actual,1551.64,,1551.64,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Bonuses,Labor,Internal Labor,,1551.64,,,Unplanned Forecast,,1551.64,-1551.64,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Bonuses,Labor,Internal Labor,,,811.25,811.25,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Computer Hardware,Hardware & Software,Hardware,25647.31,,,,Unplanned Actual,25647.31,,25647.31,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Computer Hardware,Hardware & Software,Hardware,,25647.31,,,Unplanned Forecast,,25647.31,-25647.31,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Contractors,Labor,External Labor,4529.83,,,,Unplanned Actual,4529.83,,4529.83,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Contractors,Labor,External Labor,,4529.83,,,Unplanned Forecast,,4529.83,-4529.83,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Fixed Assets,Depr & Amort,Depreciation,34.95,,,,Unplanned Actual,34.95,,34.95,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Fixed Assets,Depr & Amort,Depreciation,,34.95,,,Unplanned Forecast,,34.95,-34.95,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Fixed Assets,Depr & Amort,Depreciation,,,144.39,144.39,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Freight In,Other,Other,1105.98,,,,Unplanned Actual,1105.98,,1105.98,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Freight In,Other,Other,,1105.98,,,Unplanned Forecast,,1105.98,-1105.98,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Freight In,Other,Other,,,2473.11,2473.11,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Insurance,Labor,Internal Labor,1204.62,,,,Unplanned Actual,1204.62,,1204.62,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Insurance,Labor,Internal Labor,,1204.62,,,Unplanned Forecast,,1204.62,-1204.62,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Insurance,Labor,Internal Labor,,,1268.11,1268.11,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Lease,Other,Vehicles,797.53,,,,Unplanned Actual,797.53,,797.53,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Lease,Other,Vehicles,,797.53,,,Unplanned Forecast,,797.53,-797.53,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Lease,Other,Vehicles,,,418.56,418.56,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Materials,Other,Supplies,,,68122.81,68122.81,Planned Only,,,0.0,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Non CAPEX Equipment,Hardware & Software,Hardware,-32894.82,,,,Unplanned Actual,-32894.82,,-32894.82,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Non CAPEX Equipment,Hardware & Software,Hardware,,-32894.82,,,Unplanned Forecast,,-32894.82,32894.82,1,Jan
Jan,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Non CAPEX Equipment,Hardware & Software,Hardware,,,37651.91,37651.91,Planned Only,,,0.0,1,Jan
